"external_id","name","name_ar","name_en","name_ku","phone_number","whatsapp","governorate","governorate_ar","category","subcategory","address","city","website","email","facebook","instagram","description","latitude","longitude","rating","source"
"IQ000174","اسماعيل الحاج محمد الكاظم","","","","","","Baghdad","بغداد","amenity","nursing_home","Baghdad","Baghdad","","","","","","33.100215","44.581618","","OpenStreetMap"
"IQ000176","بشار كوم","بشار كوم","","","","","Baghdad","بغداد","amenity","bureau_de_change","المدائن","المدائن","","","","","","33.100248","44.579805","","OpenStreetMap"
"IQ000177","سلمان المحمدي","سلمان المحمدي","","","","","Baghdad","بغداد","amenity","bureau_de_change","المدائن","المدائن","","","","","","33.103174","44.577699","","OpenStreetMap"
"IQ000178","حبيب المصطفى","حبيب المصطفى","","","","","Baghdad","بغداد","amenity","bureau_de_change","المدائن","المدائن","","","","","","33.104728","44.578959","","OpenStreetMap"
"IQ000179","سما العالمية","سما العالمية","","","","","Baghdad","بغداد","amenity","bureau_de_change","المدائن","المدائن","","","","","","33.103797","44.580747","","OpenStreetMap"
"IQ000180","سما","سما","","","","","Baghdad","بغداد","amenity","bureau_de_change","المدائن","المدائن","","","","","","33.09982","44.580977","","OpenStreetMap"
"IQ000209","مكتبة خدمتك","مكتبة خدمتك","KhidmaTec","","","","Baghdad","بغداد","amenity","library","Baghdad","Baghdad","https://web.facebook.com/khidmaTec","","","","","33.145431","44.657501","","OpenStreetMap"
"IQ000223","عين العرب","عين العرب","","","","","Baghdad","بغداد","amenity","bureau_de_change","ابو غريب","ابو غريب","","","","","","33.306745","44.030686","","OpenStreetMap"
"IQ000224","سبايدر فون","سبايدر فون","","","","","Baghdad","بغداد","amenity","bureau_de_change","ابو غريب","ابو غريب","","","","","","33.307584","44.029348","","OpenStreetMap"
"IQ000225","النصر والسلام","النصر والسلام","","","","","Baghdad","بغداد","amenity","bureau_de_change","ابو غريب","ابو غريب","","","","","","33.306773","44.030658","","OpenStreetMap"
"IQ000227","ابهى","ابهى","","","","","Baghdad","بغداد","amenity","bureau_de_change","ابو غريب","ابو غريب","","","","","","33.304184","44.036125","","OpenStreetMap"
"IQ000248","ديفان","","Divan","","","","Baghdad","بغداد","amenity","restaurant","Baghdad","Baghdad","","","","","","33.244528","44.243103","","OpenStreetMap"
"IQ000252","صقر العراق","صقر العراق","","","","","Baghdad","بغداد","amenity","bureau_de_change","ابو غريب","ابو غريب","","","","","","33.292798","44.056923","","OpenStreetMap"
"IQ000259","محمد الماهر","محمد الماهر","","","","","Baghdad","بغداد","amenity","bureau_de_change","ابو غريب","ابو غريب","","","","","","33.295623","44.057983","","OpenStreetMap"
"IQ000262","الاكابر","الاكابر","","","","","Baghdad","بغداد","amenity","bureau_de_change","ابو غريب","ابو غريب","","","","","","33.300697","44.105496","","OpenStreetMap"
"IQ000274","ابن عباس","ابن عباس","","","","","Baghdad","بغداد","amenity","bureau_de_change","ابو غريب","ابو غريب","","","","","","33.304298","44.140553","","OpenStreetMap"
"IQ000275","الاحمد","الاحمد","","","","","Baghdad","بغداد","amenity","bureau_de_change","ابو غريب","ابو غريب","","","","","","33.321921","44.066244","","OpenStreetMap"
"IQ000276","المعامير","المعامير","","","","","Baghdad","بغداد","amenity","bureau_de_change","ابو غريب","ابو غريب","","","","","","33.316965","44.088081","","OpenStreetMap"
"IQ000290","الفيصل","الفيصل","","","","","Baghdad","بغداد","amenity","bureau_de_change","ابو غريب","ابو غريب","","","","","","33.307339","44.147201","","OpenStreetMap"
"IQ000292","الرحاب","الرحاب","","","","","Baghdad","بغداد","amenity","bureau_de_change","ابو غريب","ابو غريب","","","","","","33.303006","44.170211","","OpenStreetMap"
"IQ000302","الغسان","الغسان","","","","","Baghdad","بغداد","amenity","bureau_de_change","ابو غريب","ابو غريب","","","","","","33.305028","44.183491","","OpenStreetMap"
"IQ000322","مفتاح الخير","مفتاح الخير","","","","","Baghdad","بغداد","amenity","bureau_de_change","ابو غريب","ابو غريب","","","","","","33.305698","44.186586","","OpenStreetMap"
"IQ000323","الرحمن الرحيم","الرحمن الرحيم","","","","","Baghdad","بغداد","amenity","bureau_de_change","ابو غريب","ابو غريب","","","","","","33.305785","44.186159","","OpenStreetMap"
"IQ000325","جنة بغداد","جنة بغداد","","","","","Baghdad","بغداد","amenity","bureau_de_change","ابو غريب","ابو غريب","","","","","","33.305956","44.185991","","OpenStreetMap"
"IQ000326","بلاد الشام","بلاد الشام","","","","","Baghdad","بغداد","amenity","bureau_de_change","ابو غريب","ابو غريب","","","","","","33.305869","44.186243","","OpenStreetMap"
"IQ000327","بلال شاكر","بلال شاكر","","","","","Baghdad","بغداد","amenity","bureau_de_change","ابو غريب","ابو غريب","","","","","","33.305246","44.184721","","OpenStreetMap"
"IQ000352","الملكة","الملكة","","","","","Baghdad","بغداد","amenity","bureau_de_change","ابو غريب","ابو غريب","","","","","","33.315159","44.177581","","OpenStreetMap"
"IQ000354","وسام الذهبي","وسام الذهبي","","","","","Baghdad","بغداد","amenity","bureau_de_change","ابو غريب","ابو غريب","","","","","","33.309772","44.185478","","OpenStreetMap"
"IQ000358","سما الجامعة","سما الجامعة","","","","","Baghdad","بغداد","amenity","bureau_de_change","ابو غريب","ابو غريب","","","","","","33.347825","44.170249","","OpenStreetMap"
"IQ000361","مصطفى الامين 2","مصطفى الامين 2","","","","","Baghdad","بغداد","amenity","bureau_de_change","ابو غريب","ابو غريب","","","","","","33.313727","44.202067","","OpenStreetMap"
"IQ000362","طريق البراء","طريق البراء","","","","","Baghdad","بغداد","amenity","bureau_de_change","ابو غريب","ابو غريب","","","","","","33.31039","44.199717","","OpenStreetMap"
"IQ000370","ياسر العبيدي","ياسر العبيدي","","","","","Baghdad","بغداد","amenity","bureau_de_change","ابو غريب","ابو غريب","","","","","","33.316208","44.198549","","OpenStreetMap"
"IQ000371","شارع الزيتون","شارع الزيتون","","","","","Baghdad","بغداد","amenity","bureau_de_change","ابو غريب","ابو غريب","","","","","","33.316206","44.198575","","OpenStreetMap"
"IQ000386","دكتور محمد نجم التميمي","دكتور محمد نجم التميمي","","","","","Baghdad","بغداد","amenity","doctors","الدهله, Baghdad","Baghdad","","","","","","33.360908","44.239787","","OpenStreetMap"
"IQ000425","عطارية الكناني","عطارية الكناني","","","","","Baghdad","بغداد","amenity","pharmacy","Baghdad","Baghdad","","","","","","33.225268","44.337667","","OpenStreetMap"
"IQ000428","حنين الطيب","حنين الطيب","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.22654","44.336586","","OpenStreetMap"
"IQ000431","ثغر البصرة","ثغر البصرة","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.21744","44.34215","","OpenStreetMap"
"IQ000432","احمد الكعبي","احمد الكعبي","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.21801","44.342016","","OpenStreetMap"
"IQ000439","اضواء الشرطة","اضواء الشرطة","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.235035","44.313809","","OpenStreetMap"
"IQ000446","الصادق","الصادق","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.241096","44.314935","","OpenStreetMap"
"IQ000453","عيادة علي هوية للاسنان","عيادة علي هوية للاسنان","Dr.Ali Hawiya","","","","Baghdad","بغداد","amenity","dentist","الشرطة الرابعة, Baghdad","Baghdad","","","","","","33.242676","44.317858","","OpenStreetMap"
"IQ000456","عباس العربي","عباس العربي","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.239075","44.316279","","OpenStreetMap"
"IQ000457","العبادي","العبادي","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.239205","44.316147","","OpenStreetMap"
"IQ000458","التفاحة الذهبية","التفاحة الذهبية","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.237908","44.31889","","OpenStreetMap"
"IQ000459","يلو كارد","يلو كارد","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.237869","44.318537","","OpenStreetMap"
"IQ000460","حيدر فوزي","حيدر فوزي","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.239366","44.317026","","OpenStreetMap"
"IQ000461","محمد الصادق","محمد الصادق","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.239019","44.315871","","OpenStreetMap"
"IQ000462","مؤيد السلطان","مؤيد السلطان","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.240713","44.321428","","OpenStreetMap"
"IQ000479","معمل حداد ماجد","معمل حداد ماجد","Blacksmith Factory. Majid","","","","Baghdad","بغداد","amenity","library","شارع الشهداءو, Baghdad","Baghdad","","","","","","33.246035","44.304589","","OpenStreetMap"
"IQ000481","الماشان","الماشان","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.245525","44.304752","","OpenStreetMap"
"IQ000492","موفق الحسيني","موفق الحسيني","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.248603","44.313666","","OpenStreetMap"
"IQ000506","نور الضحى","نور الضحى","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.244766","44.318947","","OpenStreetMap"
"IQ000507","جنائن لارسا","جنائن لارسا","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.244217","44.318798","","OpenStreetMap"
"IQ000508","الصادق 2","الصادق 2","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.244457","44.318815","","OpenStreetMap"
"IQ000509","انمار المولى","انمار المولى","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.243702","44.318527","","OpenStreetMap"
"IQ000521","منفذ تشرين الشهداء","منفذ تشرين الشهداء","","","","","Baghdad","بغداد","amenity","bureau_de_change","Baghdad","Baghdad","","","","","","33.250288","44.31777","","OpenStreetMap"
"IQ000522","نسرين الشهداء","نسرين الشهداء","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.250187","44.317991","","OpenStreetMap"
"IQ000523","روعة فدك","روعة فدك","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.250546","44.318723","","OpenStreetMap"
"IQ000530","مثلجات باندا","","","","","","Baghdad","بغداد","amenity","ice_cream","حي الشباب, Baghdad","Baghdad","","","","","","33.232984","44.329941","","OpenStreetMap"
"IQ000540","صيدلية زينة الشفاء","صيدلية زينة الشفاء","zenat alshifaa pharmacy","","","","Baghdad","بغداد","amenity","pharmacy","شارع البداله, Baghdad","Baghdad","","","","","","33.235889","44.341438","","OpenStreetMap"
"IQ000543","مختبر البايولوجي","","biology lab","","","","Baghdad","بغداد","amenity","clinic","شارع البداله, Baghdad","Baghdad","","","","","","33.236561","44.339406","","OpenStreetMap"
"IQ000544","الرفيف","الرفيف","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.236442","44.339798","","OpenStreetMap"
"IQ000545","النرجس2","النرجس2","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.236361","44.341429","","OpenStreetMap"
"IQ000554","روضة وحضانة غندوره","","","","","","Baghdad","بغداد","amenity","kindergarten","Baghdad","Baghdad","","","","","","33.239821","44.329543","","OpenStreetMap"
"IQ000556","مطعم ززو","","zazo","","","","Baghdad","بغداد","amenity","fast_food","شارع البداله, Baghdad","Baghdad","","","","","","33.239928","44.334601","","OpenStreetMap"
"IQ000559","السهل الاخضر","السهل الاخضر","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.241837","44.331788","","OpenStreetMap"
"IQ000560","بريد الانتصار","بريد الانتصار","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.242488","44.33311","","OpenStreetMap"
"IQ000561","محمد التميمي","محمد التميمي","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.242329","44.331084","","OpenStreetMap"
"IQ000573","عيادات دنتل ستي التخصصية لطب الاسنان","عيادات دنتل ستي التخصصية لطب الاسنان","Dental City Clinics","","","","Baghdad","بغداد","amenity","dentist","شارع البداله, Baghdad","Baghdad","","","","","","33.237937","44.336946","","OpenStreetMap"
"IQ000579","قطر الندى","قطر الندى","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.236912","44.340782","","OpenStreetMap"
"IQ000580","ركن الطيف","ركن الطيف","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.238541","44.336827","","OpenStreetMap"
"IQ000581","قناديل الخليج","قناديل الخليج","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.237338","44.339277","","OpenStreetMap"
"IQ000583","مكتب الامير للسكائر و اراكيل","","","","","","Baghdad","بغداد","amenity","cafe","شارع البداله, Baghdad","Baghdad","","","","","","33.236722","44.33983","","OpenStreetMap"
"IQ000591","الرفيف2","الرفيف2","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.236135","44.342149","","OpenStreetMap"
"IQ000592","نبع الاحرار","نبع الاحرار","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.236032","44.342575","","OpenStreetMap"
"IQ000593","شمس الدخيل","شمس الدخيل","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.236222","44.341928","","OpenStreetMap"
"IQ000594","النرجس","النرجس","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.235655","44.342276","","OpenStreetMap"
"IQ000595","الطيف العالمي","الطيف العالمي","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.236178","44.342033","","OpenStreetMap"
"IQ000604","عيادة الزبيدي","","Alzobaydi clinic","","","","Baghdad","بغداد","amenity","dentist","شارع شهداء السيدية, Baghdad","Baghdad","","aws.hatam79@gmail.com","","","","33.232776","44.351656","","OpenStreetMap"
"IQ000605","صقور بغداد","صقور بغداد","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.232805","44.353456","","OpenStreetMap"
"IQ000666","عين بغداد","عين بغداد","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.251016","44.349313","","OpenStreetMap"
"IQ000697","الاسماء","الاسماء","","","","","Baghdad","بغداد","amenity","bureau_de_change","Baghdad","Baghdad","","","","","","33.193068","44.409804","","OpenStreetMap"
"IQ000698","هلا زيد","هلا زيد","","","","","Baghdad","بغداد","amenity","bureau_de_change","Baghdad","Baghdad","","","","","","33.194306","44.413193","","OpenStreetMap"
"IQ000700","يوسف الشيباني","يوسف الشيباني","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.207248","44.379657","","OpenStreetMap"
"IQ000703","خالد الربيعي","خالد الربيعي","Khalid Al Rubyai","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.210768","44.380523","","OpenStreetMap"
"IQ000705","مستر شيف","مستر شيف","Chef Master","","","","Baghdad","بغداد","amenity","restaurant","شارع15, Baghdad","Baghdad","","","","","","33.207511","44.382863","","OpenStreetMap"
"IQ000710","اشور","اشور","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.214896","44.386096","","OpenStreetMap"
"IQ000711","عبدالله الربيعي","عبدالله الربيعي","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.213286","44.384961","","OpenStreetMap"
"IQ000712","اشور 2","اشور 2","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.212217","44.38617","","OpenStreetMap"
"IQ000713","الدورة","الدورة","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.211961","44.386267","","OpenStreetMap"
"IQ000714","مهيمن الربيعي","مهيمن الربيعي","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.212834","44.384766","","OpenStreetMap"
"IQ000716","رياض الجنة","رياض الجنة","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.216013","44.388323","","OpenStreetMap"
"IQ000723","ثمرة الازدهار","ثمرة الازدهار","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.218366","44.384181","","OpenStreetMap"
"IQ000734","عياده الابتسامة للطب الاسنان","","","","","","Baghdad","بغداد","amenity","dentist","Baghdad","Baghdad","","","","","","33.224513","44.382481","","OpenStreetMap"
"IQ000745","الفنجان","الفنجان","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.226616","44.391234","","OpenStreetMap"
"IQ000746","مركز دريم","مركز دريم","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.228763","44.388892","","OpenStreetMap"
"IQ000747","حي الصحة","حي الصحة","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.226564","44.389984","","OpenStreetMap"
"IQ000748","ضياء السلام","ضياء السلام","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.228532","44.388948","","OpenStreetMap"
"IQ000749","حسين ستار","حسين ستار","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.227191","44.38948","","OpenStreetMap"
"IQ000755","أسيا","أسيا","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.227661","44.399206","","OpenStreetMap"
"IQ000758","صيدلية عين زمزم","صيدلية عين زمزم","","","","","Baghdad","بغداد","amenity","pharmacy","شارع 60, Baghdad","Baghdad","","","","","","33.2257","44.4008","","OpenStreetMap"
"IQ000759","سبيدلنك لخدمات الانترنت","","speed link internet","","","","Baghdad","بغداد","amenity","internet_cafe","الدورة / الرواد, Baghdad","Baghdad","https://facebook.com/spdlink/","","","","","33.225802","44.404411","","OpenStreetMap"
"IQ000761","سالار","سالار","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.23247","44.355816","","OpenStreetMap"
"IQ000780","سندباد السيدية","سندباد السيدية","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.245878","44.359","","OpenStreetMap"
"IQ000781","نوار علي","نوار علي","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.249263","44.357997","","OpenStreetMap"
"IQ000803","د.طريف الغريري باطنية /اطفال","د.طريف الغريري باطنية /اطفال","Dr. Taref S. ALGurary","","","","Baghdad","بغداد","amenity","clinic","شارع علوة السيدية, Baghdad","Baghdad","","","","","","33.251686","44.358739","","OpenStreetMap"
"IQ000806","البشت","البشت","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.25165","44.357358","","OpenStreetMap"
"IQ000807","عطاء الغيث","عطاء الغيث","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.250149","44.35775","","OpenStreetMap"
"IQ000808","الدرفل","الدرفل","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.251236","44.357274","","OpenStreetMap"
"IQ000809","انوار السيدية","انوار السيدية","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.250522","44.357465","","OpenStreetMap"
"IQ000810","عالم الدولار","عالم الدولار","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.251773","44.358085","","OpenStreetMap"
"IQ000811","ركن السيدية","ركن السيدية","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.251765","44.35748","","OpenStreetMap"
"IQ000812","نبع الفيفاء","نبع الفيفاء","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.250736","44.357454","","OpenStreetMap"
"IQ000813","ديناري","ديناري","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.251312","44.358153","","OpenStreetMap"
"IQ000848","عيادة الدكتور سرمد عبد الباري لطب و تجميل الاسنان","","Sarmad's dental clinic","","","","Baghdad","بغداد","amenity","clinic","Baghdad","Baghdad","","","","","","33.252028","44.362113","","OpenStreetMap"
"IQ000857","الخير والبركة","الخير والبركة","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.244521","44.372234","","OpenStreetMap"
"IQ000860","منفذ الخير والبركه كي كارد","منفذ الخير والبركه كي كارد","","","","","Baghdad","بغداد","amenity","bureau_de_change","المهدية, Baghdad","Baghdad","","","","","","33.245939","44.37449","","OpenStreetMap"
"IQ000863","نخلة دبي","نخلة دبي","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.256075","44.370857","","OpenStreetMap"
"IQ000864","العلالي","العلالي","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.251121","44.370589","","OpenStreetMap"
"IQ000880","ادم علي","ادم علي","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.231322","44.388093","","OpenStreetMap"
